,Names,Series_Amount,Series_Date,Series_Type
1987,Aipai,"$4,800,000","Apr  1, 2007",Series_B
1988,Viridity-Energy,"$14,000,000","Jan 11, 2011",Series_B
1990,SKY-MobileMedia,"$15,000,000","Jan 17, 2006",Series_B
1991,Iamcompany,"$2,500,000","Oct 13, 2015",Series_B
1992,Semprus-BioSciences,"$18,000,000","Dec 13, 2010",Series_B
1993,Sequoia-Pharmaceuticals,"$22,000,000","Mar 20, 2005",Series_B
1994,FirstFuel-Software,"$8,500,000","Dec 10, 2013",Series_B
1995,Samplify-Systems,"$11,200,000","Mar  7, 2011",Series_B
1996,Vertica-Systems,"$16,500,000","Feb 14, 2007",Series_B
1997,BuyWithMe,"$16,000,000","Jul  6, 2010",Series_B
1998,Ripple-TV,"$10,000,000","Jul  1, 2007",Series_B
1999,SnappCloud,"$5,000,000","Jul  1, 2006",Series_B
2000,NovaDigm-Therapeutics,"$14,000,000","Oct  3, 2013",Series_B
2001,DocPlanner,"$10,500,000","May 13, 2015",Series_B
2003,Pintail-Technologies,"$7,000,000","Mar  8, 2005",Series_B
2004,ClearStory-Data,"$21,000,000","Mar 31, 2014",Series_B
2006,MasteryConnect,"$15,200,000","Sep 25, 2014",Series_B
2009,Automated-Insights,"$5,500,000","May 10, 2014",Series_B
2010,Miles-Electric-Vehicles,"$40,000,000","Nov  6, 2008",Series_B
2011,CloudVelocity,"$13,000,000","Jul 16, 2013",Series_B
2012,Treasure-Data,"$15,000,000","Dec 17, 2015",Series_B
2014,Fynanz,"$12,500,000","Aug  7, 2013",Series_B
2015,CloudBees,"$10,500,000","Jul 25, 2011",Series_B
2016,Aniboom,"$10,000,000","Jun  1, 2008",Series_B
2017,InVivioLink,"$1,800,000","Dec  6, 2012",Series_B
2018,Callisma,"$25,000,000","Nov 24, 1999",Series_B
2019,Shoes-of-Prey,"$7,000,000","Aug  1, 2014",Series_B
2020,Spire-Global,"$40,000,000","Jun 30, 2015",Series_B
2022,Fixya,"$6,000,000","Mar 18, 2008",Series_B
2023,Fonality,"$5,000,000","Jan  9, 2006",Series_B
2024,Confidela,"$9,250,000","Jan 11, 2011",Series_B
2025,MyBuys,"$10,000,000","Oct  8, 2007",Series_B
2026,CureDM,"$2,500,000","Nov 30, 2006",Series_B
2027,Zya,"$10,800,000","May 19, 2011",Series_B
2029,Martini-Media-Network,"$6,300,000","Jun  8, 2010",Series_B
2033,Fluxion-Biosciences,"$7,000,000","Oct 20, 2007",Series_B
2034,Genocea-Biosciences,"$35,000,000","Jan  3, 2011",Series_B
2035,ZeRTO,"$15,000,000","Aug 15, 2011",Series_B
2036,Vectra-Networks,"$12,000,000","Aug 27, 2013",Series_B
2037,Livemocha,"$8,000,000","Dec 22, 2009",Series_B
2039,3-V-Biosciences,"$30,000,000","Jul 10, 2009",Series_B
2042,Senergen-Devices,"$2,500,000","May 20, 2008",Series_B
2044,Solum,"$17,000,000","Jun 27, 2012",Series_B
2045,CloudShare,"$10,000,000","Dec 11, 2009",Series_B
2046,Aveksa,"$12,000,000","Jan 23, 2008",Series_B
2047,Consim-Info,"$11,750,000","Feb  6, 2008",Series_B
2048,Cloudscaling,"$10,000,000","May 22, 2013",Series_B
2049,Collaborative-Software-Initiative,"$3,700,000","Mar 25, 2011",Series_B
2051,Mashery,"$7,000,000","Oct 29, 2008",Series_B
2052,Meebo,"$9,000,000","Jan  1, 2007",Series_B
2053,Emerald-Therapeutics,"$6,000,000","Feb 21, 2014",Series_B
2054,Luminal,"$10,000,000","Aug 14, 2014",Series_B
2055,ThetaRay,"$10,000,000","Jul 29, 2014",Series_B
2056,Skimlinks,"$4,500,000","Nov 11, 2011",Series_B
2057,Advanced-Cell-Diagnostics,"$12,000,000","Nov  1, 2012",Series_B
2058,Quofore,"$5,300,000","Feb 15, 2011",Series_B
2059,CoolPlanetBiofuels,"$8,000,000","Nov 17, 2010",Series_B
2060,Kontagent,"$12,000,000","Nov 10, 2011",Series_B
2061,BitSight-Technologies,"$23,000,000","Jun 25, 2015",Series_B
2062,Bit-Stew-Systems,"$17,200,000","Sep 30, 2015",Series_B
2063,Tango-Health,"$4,000,000","Feb  7, 2012",Series_B
2064,Tactus-Technology,"$13,500,000","Mar  4, 2014",Series_B
2067,Cash4Gold,"$20,000,000","May  1, 2009",Series_B
2068,Mission-Motors,"$9,000,000","Aug 17, 2011",Series_B
2069,Splunk,"$10,000,000","Jan  1, 2006",Series_B
2070,Plastiq,"$10,000,000","Jul 15, 2014",Series_B
2071,NeoEdge-Networks,"$3,000,000","Jun  8, 2007",Series_B
2072,Sailthru,"$19,000,000","Feb 11, 2013",Series_B
2073,Quantopian,"$15,000,000","Oct 16, 2014",Series_B
2074,Gaia-Interactive,"$12,000,000","Mar  1, 2007",Series_B
2075,ImageSpan,"$11,000,000","Jun 17, 2008",Series_B
2076,Luminate,"$12,000,000","Jul 18, 2010",Series_B
2078,MyHeritage,"$3,000,000","Nov  1, 2006",Series_B
2079,MyCheck,"$5,000,000","Mar 29, 2015",Series_B
2080,Duo-Security,"$12,000,000","Sep 22, 2014",Series_B
2081,Zenoss,"$11,000,000","Jan 22, 2008",Series_B
2082,Judys-Book,"$8,000,000","Nov  1, 2005",Series_B
2083,ZooZ,"$12,000,000","Jul 16, 2014",Series_B
2084,Collective-Health,"$32,000,000","Jan 15, 2015",Series_B
2085,Brighter,"$8,000,000","Aug 15, 2011",Series_B
2086,BlueTarp-Financial,"$18,500,000","Jan 29, 2007",Series_B
2088,Flat-World-Knowledge,"$15,000,000","Jan 20, 2011",Series_B
2089,DataSphere,"$10,805,381","Jan  5, 2010",Series_B
2090,Vorbeck-Materials,"$2,780,000","Jan  6, 2011",Series_B
2091,Histogenics,"$13,100,000","Sep  4, 2008",Series_B
2092,Mevio,"$15,000,000","Sep  1, 2006",Series_B
2093,SiConnect,"$5,320,000","Sep 25, 2006",Series_B
2094,The-Resumator,"$2,100,000","Oct 30, 2012",Series_B
2095,My-Damn-Channel,"$4,400,000","Aug  9, 2010",Series_B
2096,Gigwalk,"$10,000,000","Mar 20, 2014",Series_B
2098,Link_A_-Media,"$22,000,000","Apr  9, 2008",Series_B
2099,Pantheon,"$21,500,000","May 15, 2014",Series_B
2100,Avalanche-Biotech,"$55,000,000","Apr 22, 2014",Series_B
2101,PostPath,"$9,300,000","Dec  7, 2004",Series_B
2102,Envio-Networks,"$10,000,000","Apr 23, 2008",Series_B
2104,thredUP,"$7,000,000","May 12, 2011",Series_B
2105,scanR,"$8,000,000","Mar 22, 2007",Series_B
2106,Traverse-Networks,"$8,500,000","Feb 14, 2005",Series_B
2107,PapayaMobile,"$18,000,000","Apr 27, 2011",Series_B
2109,Suneva-Medical,"$20,000,000","Jan  9, 2014",Series_B
2110,Webcollage,"$10,000,000","Mar 24, 2008",Series_B
2111,RobotGalaxy,"$5,000,000","Sep 16, 2008",Series_B
2112,Yashi,"$1,500,000","Dec  5, 2013",Series_B
2114,Orthocon,"$25,000,000","Apr  8, 2009",Series_B
2115,Gotuit-Media,"$10,000,000","Dec  1, 2004",Series_B
2116,Vessix-Vascular,"$23,000,000","Aug  3, 2011",Series_B
2117,Stitch-Labs,"$15,000,000","Oct 20, 2015",Series_B
2118,OpenTable,"$10,000,000","Jan  1, 2000",Series_B
2119,PeakStream,"$17,000,000","Sep 18, 2006",Series_B
2120,Bradford-Networks,"$8,000,000","May  5, 2008",Series_B
2121,Core-Dynamics,"$17,900,000","May 10, 2009",Series_B
2122,Plumgrid,"$16,200,000","Jun 25, 2014",Series_B
2124,AVM-Biotechnology,"$1,500,000","Apr 22, 2014",Series_B
2125,CiRBA,"$12,000,000","Jan 28, 2008",Series_B
2127,Intechra-Holdings,"$4,000,000","Aug 29, 2005",Series_B
2128,Commex-Technologies,"$3,500,000","Mar 18, 2009",Series_B
2129,Namely,"$12,000,000","Nov  4, 2014",Series_B
2130,Txteagle,"$15,000,000","Jul 16, 2013",Series_B
2131,EnerVault,"$15,500,000","Feb 23, 2012",Series_B
2132,WedPics,"$5,000,000","Feb 18, 2015",Series_B
2134,Illume-Software,"$1,000,000","Oct 21, 2009",Series_B
2135,Lagou,"$25,000,000","Aug 20, 2014",Series_B
2136,Miramar-Labs,"$20,300,000","Mar 15, 2008",Series_B
2137,Moz,"$18,000,000","Jun  1, 2012",Series_B
2138,SmartRecruiters,"$10,000,000","Aug 22, 2013",Series_B
2139,Smaato,"$4,500,000","Dec  2, 2009",Series_B
2141,Area-1-Security,"$15,000,000","Oct 14, 2015",Series_B
2142,PokitDok,"$34,000,000","Aug 12, 2015",Series_B
2143,Zendesk,"$6,000,000","Aug 17, 2009",Series_B
2144,8thBridge,"$10,000,000","Mar 21, 2011",Series_B
2147,Digg,"$8,500,000","Dec  1, 2006",Series_B
2148,Bright,"$14,000,000","Jul 19, 2013",Series_B
2149,Backupify,"$5,000,000","Sep  9, 2011",Series_B
2151,Netmagic-Solutions,"$20,000,000","Feb 12, 2008",Series_B
2152,Invincea,"$14,100,000","Dec  3, 2012",Series_B
2153,7AC-Technologies,"$4,500,000","Jul 25, 2012",Series_B
2154,Laser-Light-Engines,"$13,000,000","Sep 21, 2010",Series_B
2155,Banjo,"$16,000,000","Mar 13, 2014",Series_B
2157,Yield-Software,"$6,000,000","Jun  4, 2008",Series_B
2158,Mapbar,"$5,000,000","Sep  1, 2006",Series_B
2159,On-Networks,"$12,000,000","Nov  1, 2007",Series_B
2160,YieldBuild,"$6,000,000","Mar  1, 2008",Series_B
2162,InSync-Software,"$4,700,000","Oct 20, 2009",Series_B
2165,Kinnek,"$20,000,000","Oct 15, 2015",Series_B
2166,OLX,"$13,500,000","Apr 11, 2008",Series_B
2167,Weatherbug,"$23,000,000","Mar  1, 2004",Series_B
2168,Cascade-Technologies,"$4,600,000","Jul 16, 2006",Series_B
2169,Atempo,"$22,000,000","Sep  6, 2007",Series_B
2170,Zyncro,"$2,100,000","Feb  3, 2012",Series_B
2171,ZocDoc,"$15,000,000","Jul 14, 2010",Series_B
2172,ClearApp,"$14,200,000","Jun 14, 2006",Series_B
2176,PPT-Reasearch,"$3,000,000","Jan 24, 2008",Series_B
2178,BioPetroClean,"$5,000,000","Sep 16, 2008",Series_B
2179,DuneNetworks,"$12,000,000","Jan 14, 2008",Series_B
2181,Penguin-Computing,"$9,000,000","Mar 29, 2007",Series_B
2182,Appconomy,"$10,000,000","Dec 19, 2011",Series_B
2185,Synack,"$25,000,000","Feb 19, 2015",Series_B
2186,Equity-for-Africa,"$4,500,000","Jun 20, 2012",Series_B
2187,Smith-Electric-Vehicles,"$25,000,000","Jan 27, 2010",Series_B
2190,ScaleXtreme,"$11,000,000","Jun 21, 2011",Series_B
2191,Gild,"$13,500,000","Jun  4, 2014",Series_B
2192,Alpine-Data-Labs,"$16,000,000","May  2, 2013",Series_B
2193,Cleveland-HeartLab,"$18,400,000","Aug 22, 2011",Series_B
2194,oDesk,"$8,000,000","Sep  1, 2006",Series_B
2195,CloudFlare,"$20,000,000","Jul 12, 2011",Series_B
2196,Silver-Bullet-Water-Treatment,"$1,000,000","Mar  9, 2010",Series_B
2197,Capella-Photonics,"$11,300,000","Nov  9, 2009",Series_B
2199,Advanced-Cardiac-Therapeutics,"$5,000,000","Jan 11, 2010",Series_B
2201,Spiracur,"$20,300,000","Jun 29, 2009",Series_B
2202,AtHoc,"$5,600,000","Jun 21, 2012",Series_B
2203,Andera,"$9,000,000","Sep 27, 2010",Series_B
2204,Action-Engine,"$5,000,000","May  1, 2002",Series_B
2205,VirtuOz,"$11,400,000","Jan 28, 2009",Series_B
2207,Kupivip,"$8,000,000","Mar 26, 2009",Series_B
2208,Proofpoint,"$9,000,000","Oct 14, 2003",Series_B
2209,Collective-Intellect,"$6,600,000","Apr 15, 2008",Series_B
2211,Zhihu,"$22,000,000","Jun 16, 2014",Series_B
2212,Edgar-Online,"$12,000,000","Jan 29, 2010",Series_B
2213,Zipit-Wireless,"$2,000,000","Jan 15, 2008",Series_B
2214,Firespotter-Labs,"$15,000,000","Jul 19, 2012",Series_B
2215,Elemental-Technologies,"$7,500,000","Jul 27, 2010",Series_B
2218,Aviir,"$10,000,000","Jun 21, 2013",Series_B
2219,Watermark-Medical,"$6,000,000","Sep 22, 2010",Series_B
2220,SodaHead,"$8,400,000","Jun 25, 2008",Series_B
2221,D2S,"$9,000,000","Apr  1, 2009",Series_B
2222,Bootstrap-Software,"$5,500,000","Nov  2, 2009",Series_B
2223,Solidcore-Systems,"$20,000,000","Feb 17, 2005",Series_B
2225,Tantaline,"$3,600,000","Aug  4, 2011",Series_B
2226,Six-Apart,"$10,000,000","Oct  1, 2004",Series_B
2227,Flock,"$3,300,000","Nov  1, 2005",Series_B
2228,Green-Dot,"$20,000,000","Dec  1, 2006",Series_B
2229,Kamcord,"$15,000,000","Dec 11, 2014",Series_B
2231,Knowlarity-Communications,"$16,000,000","Jul 28, 2014",Series_B
2232,VHX,"$5,800,000","Jan  6, 2015",Series_B
2233,Appistry,"$10,500,000","Jan  1, 2007",Series_B
2234,MyPublisher,"$8,900,000","Sep  1, 2007",Series_B
2235,Puppet-Labs,"$5,000,000","Jul 19, 2010",Series_B
2236,Timehop,"$10,000,000","Jul 22, 2014",Series_B
2237,LiveRail,"$4,000,000","Feb 23, 2012",Series_B
2238,Easy-Taxi,"$15,000,000","Jun 24, 2013",Series_B
2239,Mantara,"$12,800,000","Sep 28, 2007",Series_B
2240,Rohati-Systems,"$11,000,000","Mar  5, 2007",Series_B
2241,Leaf,"$20,000,000","Sep 30, 2013",Series_B
2242,Jaxtr,"$10,000,000","Jun 23, 2008",Series_B
2243,Sequenta,"$13,000,000","Dec  8, 2010",Series_B
2244,Optichron,"$17,000,000","Mar  1, 2005",Series_B
2246,Zuberance,"$8,000,000","Oct 26, 2010",Series_B
2247,TakeLessons,"$4,000,000","Jan  1, 2013",Series_B
2248,My-Health-Direct,"$4,000,000","Apr  5, 2011",Series_B
2250,CloudPhysics,"$10,000,000","Aug 14, 2013",Series_B
2251,Valencia-Technologies,"$2,775,000","Mar 10, 2013",Series_B
2252,Blog-Talk-Radio,"$1,900,000","Mar 29, 2010",Series_B
2253,TradeKing,"$6,000,000","Aug  1, 2006",Series_B
2254,Kidaro,"$10,000,000","Dec 12, 2006",Series_B
2255,OpGen,"$17,000,000","Sep 28, 2010",Series_B
2256,NanoString-Technologies,"$8,500,000","Jun 26, 2007",Series_B
2259,Adaptiveblue,"$4,520,000","Oct 10, 2008",Series_B
2261,Sosh,"$10,100,000","Aug 13, 2013",Series_B
2262,Signostics,"$5,000,000","Apr  7, 2010",Series_B
2264,Trusper,"$20,000,000","Sep 16, 2014",Series_B
2265,Greencloud-Technologies,"$2,700,000","Jun  6, 2012",Series_B
2267,Virobay,"$8,000,000","Jul 16, 2014",Series_B
2268,Pentaho,"$24,000,000","Jul 13, 2006",Series_B
2269,Thesan-Pharmaceuticals,"$49,000,000","Feb 24, 2014",Series_B
2270,Petra-Solar,"$39,999,987","Feb  8, 2010",Series_B
2273,SWN-Communications,"$10,500,000","Aug  7, 2006",Series_B
2274,Access-Pharmaceuticals,"$10,000,000","Nov  6, 2012",Series_B
2275,Helpstream,"$8,600,000","Feb 28, 2008",Series_B
2276,Soluto,"$10,200,000","Jun 23, 2011",Series_B
2277,3TIER,"$2,000,000","Sep  5, 2007",Series_B
2278,Shocase,"$8,000,000","Aug 22, 2015",Series_B
2279,Zilker-Labs,"$9,000,000","Apr 12, 2005",Series_B
2280,RedShift-Systems,"$3,000,000","Apr 11, 2013",Series_B
2283,FASTTAC,"$310,000","Jul 25, 2011",Series_B
2285,EnglishCentral,"$7,000,000","Oct  2, 2009",Series_B
2286,Sparkcentral,"$12,000,000","Jan 25, 2015",Series_B
2289,Astute-Networks,"$12,000,000","Jun 17, 2012",Series_B
2290,First-Insight,"$3,600,000","May 16, 2011",Series_B
2291,Carticept-Medical,"$20,000,000","Mar 10, 2010",Series_B
2293,OUYA,"$10,000,000","Jan 29, 2015",Series_B
2294,Zettics,"$7,000,000","Apr 27, 2010",Series_B
2296,Syndax-Pharmaceuticals,"$26,600,000","Aug 27, 2013",Series_B
2297,NewLeaf-Symbiotics,"$17,000,000","Sep 15, 2014",Series_B
2299,Life360,"$15,000,000","Jul 11, 2013",Series_B
2300,Adaptly,"$10,500,000","May  9, 2012",Series_B
2301,Kapitall,"$13,000,000","Feb 19, 2014",Series_B
2302,RELDATA,"$4,000,000","Jan 11, 2011",Series_B
2303,RadioFrame,"$28,000,000","Aug 29, 2008",Series_B
2304,Mogl,"$12,000,000","Jan 31, 2012",Series_B
2305,Forsight-Labs,"$9,300,000","Jun 17, 2013",Series_B
2307,Teradici,"$18,000,000","Feb 14, 2007",Series_B
2308,StarWind-Software,"$3,250,000","Apr 15, 2014",Series_B
2309,Glacier-Bay,"$18,000,000","Mar  3, 2008",Series_B
2310,PrecisionHawk,"$10,000,000","Sep 18, 2014",Series_B
2311,Lot18,"$10,000,000","May  2, 2011",Series_B
2312,TargetCast-Networks,"$6,500,000","Sep 30, 2009",Series_B
2313,Augmenix,"$6,100,000","Oct 16, 2009",Series_B
2315,TrialPay,"$12,700,000","Feb  1, 2008",Series_B
2318,Yuantiku,"$7,000,000","Aug  1, 2013",Series_B
2319,Fastback-Networks,"$15,000,000","May  6, 2013",Series_B
2320,Altruik,"$3,000,000","Jun  2, 2011",Series_B
2321,Dianwoba,"$10,000,000","Jul 29, 2014",Series_B
2322,Telltale-Games,"$6,000,000","Jun 12, 2007",Series_B
2325,42Floors,"$12,000,000","Jan 20, 2013",Series_B
2326,BloomSpot,"$35,000,000","Aug  1, 2011",Series_B
2327,Grockit,"$8,000,000","May 30, 2008",Series_B
2328,Roxro-Pharma,"$42,700,000","Jun 12, 2007",Series_B
2329,Vensun-Pharmaceuticals,"$15,800,000","Dec 19, 2013",Series_B
2331,WibiData,"$18,000,000","May  1, 2013",Series_B
2333,NextImage-Medical,"$1,600,000","Feb 28, 2014",Series_B
2336,Stratavia,"$6,300,000","Jul 25, 2007",Series_B
2337,Analog-Design-Automation,"$5,000,000","Jun 20, 2002",Series_B
2338,Project-Frog,"$8,000,000","Nov 19, 2008",Series_B
2340,Twice,"$18,500,000","Dec 19, 2013",Series_B
2341,Consensus-Point,"$2,600,000","Jul 18, 2012",Series_B
2342,Surefire-Medical,"$18,200,000","Nov  7, 2013",Series_B
2344,Jambool,"$5,000,000","Aug 17, 2009",Series_B
2345,Light-Chaser-Animation,"$20,000,000","Jun 20, 2014",Series_B
2346,GeneWEAVE,"$12,000,000","Jun 20, 2014",Series_B
2347,Wanova,"$10,000,000","Aug 23, 2011",Series_B
2348,Crowdcube,"$8,000,000","Jul 16, 2014",Series_B
2349,Nextbio,"$7,000,000","Jun  6, 2007",Series_B
2350,OpenGov,"$15,000,000","May 15, 2014",Series_B
2351,Netbooks,"$9,100,000","May  6, 2010",Series_B
2352,RaySat,"$27,000,000","Jun 15, 2005",Series_B
2353,Cswitch,"$30,000,000","May 30, 2006",Series_B
2354,Optimal,"$4,500,000","Jul 30, 2012",Series_B
2355,Swaptree,"$2,000,000","Jul  1, 2006",Series_B
2357,Avere-Systems,"$17,000,000","Aug  5, 2010",Series_B
2358,Maxta,"$25,000,000","May  7, 2014",Series_B
2359,Skybox-Imaging,"$18,000,000","Jul 26, 2010",Series_B
2360,GreenWizard,"$4,000,000","Jun  6, 2014",Series_B
2361,Ticketbis,"$1,200,000","Nov 15, 2012",Series_B
2362,YPX-Cayman-Holdings,"$20,000,000","Oct  1, 2011",Series_B
2363,Krux-Digital,"$35,000,000","Jun 11, 2014",Series_B
2365,Inventables,"$3,000,000","Jun 16, 2013",Series_B
2366,Visible-Path,"$17,000,000","Mar  1, 2006",Series_B
2367,NiteRoll,"$3,100,000","Aug  7, 2012",Series_B
2368,Intrusic,"$8,000,000","Oct 30, 2006",Series_B
2369,Bluebox,"$18,000,000","Jan 20, 2014",Series_B
2370,Adara-Global,"$20,000,000","Feb 21, 2013",Series_B
2373,Leap-Motion,"$30,000,000","Dec 16, 2012",Series_B
2374,Top10,"$8,000,000","Mar  2, 2014",Series_B
2375,HealthiNation,"$7,500,000","Sep 30, 2008",Series_B
2376,Kapost,"$1,500,000","Jan 12, 2012",Series_B
2377,UtiliData,"$20,000,000","Dec  9, 2013",Series_B
2378,Robinhood,"$50,000,000","May  7, 2015",Series_B
2379,MobileSpaces,"$8,600,000","Jul 24, 2013",Series_B
2380,Tablus,"$16,000,000","Oct 24, 2006",Series_B
2381,LearnVest,"$19,000,000","Jul 12, 2011",Series_B
2382,Anagran,"$14,000,000","Nov 16, 2005",Series_B
2383,JiWire,"$11,100,000","Dec 10, 2008",Series_B
2384,SensorTran,"$8,000,000","Dec 20, 2007",Series_B
2385,Matrixx-Software,"$12,000,000","Oct 11, 2011",Series_B
2386,Pano-Logic,"$6,000,000","Feb  4, 2009",Series_B
2387,Kareo,"$2,500,000","May 17, 2006",Series_B
2388,Pulmonx,"$20,000,000","May  7, 2007",Series_B
2389,Redfin,"$8,000,000","May  1, 2006",Series_B
2390,Gaikai,"$10,000,000","May 24, 2010",Series_B
2391,Atraverda,"$21,700,000","Nov  2, 2007",Series_B
2393,Trigence,"$8,000,000","Feb  6, 2007",Series_B
2394,SnapNames,"$3,300,000","Dec 31, 2001",Series_B
2395,Sample6,"$11,000,000","Oct  9, 2013",Series_B
2397,Morphlabs,"$5,500,000","Jul 14, 2010",Series_B
2398,TechForward,"$4,300,000","Aug  5, 2009",Series_B
2399,LimeRoad,"$15,000,000","May  5, 2014",Series_B
2400,Planitax,"$5,000,000","Jun 16, 2005",Series_B
2401,CashStar,"$5,000,000","Feb 15, 2011",Series_B
2402,Blend-Therapeutics,"$21,000,000","Dec 24, 2013",Series_B
2404,Sagent-Pharmaceuticals,"$40,000,000","Apr  8, 2010",Series_B
2405,Koding,"$10,000,000","Aug  1, 2015",Series_B
2406,Marathon-Technologies,"$12,000,000","Mar 26, 2007",Series_B
2407,DermTech-International,"$5,600,000","Aug 20, 2013",Series_B
2408,Intradigm,"$21,400,000","Jan  7, 2009",Series_B
2410,PWRF,"$8,000,000","Oct 14, 2005",Series_B
2411,Cubic-Telecom,"$5,200,000","May 24, 2013",Series_B
2412,Scality,"$7,000,000","Feb 25, 2011",Series_B
2413,Groundwork-Open-Source,"$8,500,000","Mar 30, 2005",Series_B
2414,Concert-Pharmaceuticals,"$48,500,000","Nov 30, 2006",Series_B
2419,Scifiniti,"$10,000,000","Jul  1, 2013",Series_B
2420,Satoris,"$5,200,000","Mar 25, 2008",Series_B
2421,Xactly,"$8,000,000","Mar 24, 2006",Series_B
2422,Artisan-Pharma,"$22,000,000","Mar  1, 2010",Series_B
2423,Newlans,"$15,000,000","Feb 24, 2014",Series_B
2424,Pneuron,"$6,000,000","Mar  5, 2013",Series_B
2425,Bloom-Health,"$7,500,000","Oct 22, 2010",Series_B
2426,VoltDB,"$5,000,000","Dec 11, 2012",Series_B
2427,vArmour-Networks,"$15,000,000","Dec  1, 2013",Series_B
2428,Infineta-Systems,"$15,000,000","Jun  6, 2011",Series_B
2429,Hotelicopter,"$1,500,000","Mar 31, 2011",Series_B
2431,Applied-Microstructures,"$8,500,000","Apr  7, 2005",Series_B
2432,Picooc-Technology,"$21,000,000","Feb 14, 2014",Series_B
2433,Pixable,"$3,600,000","Apr 22, 2011",Series_B
2434,Id90t,"$3,000,000","Jun 11, 2013",Series_B
2435,Ember,"$20,000,000","Oct 17, 2002",Series_B
2436,Nanomech,"$12,000,000","Sep 17, 2014",Series_B
2437,Selectable-Media,"$2,600,000","Nov 24, 2008",Series_B
2438,Revolt-Technology,"$2,900,000","May 10, 2011",Series_B
2439,908-Devices,"$7,000,000","Aug 27, 2013",Series_B
2440,Apalya,"$7,500,000","Jan 12, 2011",Series_B
2441,ScienceLogic,"$15,000,000","Apr 23, 2012",Series_B
2442,ZOZI,"$10,000,000","May 15, 2011",Series_B
2443,Vantos,"$10,600,000","Jun  1, 2008",Series_B
2445,iWalk,"$20,000,000","Oct 21, 2009",Series_B
2446,Tumri,"$10,000,000","Jun  1, 2007",Series_B
2449,Dwolla,"$5,000,000","Feb  2, 2012",Series_B
2450,Philz-Coffee,"$15,000,000","Feb 18, 2015",Series_B
2451,PeerApp,"$3,500,000","Jan 16, 2005",Series_B
2452,PivotLink,"$9,000,000","Oct 10, 2008",Series_B
2453,Dune-Medical-Devices,"$12,500,000","Jun 28, 2006",Series_B
2454,Compliance-360,"$2,200,000","May  2, 2007",Series_B
2455,Treato,"$14,500,000","Apr 23, 2013",Series_B
2456,Vasona-Networks,"$12,000,000","Mar 19, 2013",Series_B
2457,AdKeeper,"$35,000,000","Jan  3, 2011",Series_B
2458,Lockpath,"$6,000,000","Jul 16, 2012",Series_B
2459,Cardiox,"$786,300","Aug  5, 2009",Series_B
2460,Posterous,"$5,000,000","Sep 16, 2011",Series_B
2461,Nanigans,"$5,800,000","Apr 23, 2013",Series_B
2462,Dizzywood,"$1,000,000","Aug 26, 2008",Series_B
2463,GumGum,"$2,600,000","Jul  8, 2009",Series_B
2466,Verto-Analytics,"$2,400,000","Sep 16, 2014",Series_B
2467,Restorando,"$13,300,000","Aug 16, 2013",Series_B
2469,Digital-Reef,"$10,000,000","Oct  1, 2008",Series_B
2470,Dobleas,"$5,400,000","Mar  7, 2013",Series_B
2471,RiverGlass,"$4,000,000","Feb  5, 2007",Series_B
2472,Vdopia,"$3,400,000","Dec 13, 2012",Series_B
2473,Viamet-Pharmaceuticals,"$25,000,000","Jul  7, 2009",Series_B
2474,Zenprise,"$11,000,000","Jun  6, 2005",Series_B
2475,Zyomyx,"$12,000,000","Jun 30, 2013",Series_B
2476,Game-Trust,"$9,000,000","Nov 15, 2005",Series_B
