,Names,Series_Amount,Series_Date,Series_Type
1471,Sauce-Labs,"$3,000,000","Aug 27, 2012",Series_B
1472,CustomMade,"$4,000,000","Apr 30, 2012",Series_B
1473,PayNearMe,"$3,300,000","Mar  3, 2010",Series_B
1474,Peloton,"$10,500,000","Apr 25, 2014",Series_B
1475,Archive-Systems,"$11,500,000","Jun 26, 2007",Series_B
1476,Simple-Finance-Technology,"$10,000,000","Aug 10, 2011",Series_B
1477,Litescape,"$14,000,000","Aug  6, 2007",Series_B
1478,Vapotherm,"$24,000,000","Apr  3, 2014",Series_B
1479,Transgenomic,"$7,000,000","Mar  6, 2014",Series_B
1480,KoolSpan,"$6,500,000","Nov  1, 2006",Series_B
1481,The-Fanfare-Group,"$8,000,000","Jan  1, 2005",Series_B
1482,VoloMedia,"$8,500,000","Apr 20, 2007",Series_B
1483,Path,"$30,000,000","Apr 16, 2012",Series_B
1484,Captricity,"$10,000,000","Jun  1, 2014",Series_B
1485,DATAllegro,"$15,000,000","May  2, 2005",Series_B
1486,Silverback-Learning-Solutions,"$2,100,000","May 14, 2012",Series_B
1488,Mobile-Cohesion,"$4,800,000","Sep 25, 2006",Series_B
1489,Kontiki,"$10,700,000","Oct 20, 2010",Series_B
1490,Axial,"$11,000,000","Aug 12, 2014",Series_B
1491,NetShelter-Technology-Media,"$15,000,000","Sep 28, 2010",Series_B
1493,DriverSide,"$5,300,000","Mar 12, 2009",Series_B
1494,PixSense,"$2,000,000","Jun  1, 2007",Series_B
1495,CoreTrace,"$5,300,000","Jan 11, 2010",Series_B
1497,Layer-7-Technologies,"$8,900,000","Oct 26, 2006",Series_B
1499,Extended-Care-Information-Network,"$17,000,000","Jan  1, 2000",Series_B
1501,LiveIntent,"$8,000,000","Sep 15, 2011",Series_B
1502,NovusEdge,"$6,500,000","Jan 17, 2006",Series_B
1503,AppFog,"$8,000,000","Aug  8, 2011",Series_B
1504,Able-Planet,"$5,300,000","Aug 17, 2009",Series_B
1505,MediaBrix,"$4,000,000","Dec 15, 2011",Series_B
1506,Ready-Financial-Group,"$7,000,000","Nov 18, 2009",Series_B
1507,Leapset,"$25,000,000","Jun  1, 2013",Series_B
1508,Oxlo-Systems,"$5,000,000","Jun  2, 2005",Series_B
1509,Elevation-Pharmaceuticals,"$30,000,000","Jan  4, 2012",Series_B
1510,Voxer,"$30,000,000","Apr 12, 2012",Series_B
1511,Phunware,"$1,710,000","May  1, 2010",Series_B
1513,DramaFever,"$4,500,000","Mar 16, 2012",Series_B
1515,BBS-Technologies,"$8,000,000","Apr 21, 2006",Series_B
1516,Roundbox,"$15,000,000","Apr 19, 2006",Series_B
1517,IFTTT,"$30,000,000","Aug 29, 2014",Series_B
1518,Cloudnine-Hospitals,"$16,300,000","Oct 30, 2013",Series_B
1519,Noesis-Energy,"$8,000,000","Sep  5, 2012",Series_B
1520,Aratana-Therapeutics,"$15,000,000","Dec  7, 2011",Series_B
1521,DepotPoint,"$4,000,000","May  8, 2007",Series_B
1523,Wickr,"$30,000,000","Jun 25, 2014",Series_B
1524,Pelago,"$15,000,000","May 27, 2008",Series_B
1525,Gridstone-Research,"$10,000,000","Apr  4, 2008",Series_B
1526,StartWire,"$1,500,000","Jan 17, 2013",Series_B
1527,Eloqua,"$12,800,000","Sep  1, 2006",Series_B
1528,Klout,"$8,500,000","Jan 10, 2011",Series_B
1529,UpTake,"$10,000,000","Sep 18, 2008",Series_B
1530,Schooner-Information-Technology,"$20,000,000","Jul 24, 2009",Series_B
1531,Simply-Hired,"$13,500,000","Mar  1, 2006",Series_B
1532,RightCare-Solutions,"$5,000,000","Nov 13, 2013",Series_B
1533,Cap-That,"$2,300,000","Jul 30, 2012",Series_B
1534,Ostrovok,"$25,000,000","May  1, 2013",Series_B
1535,Magma-Global,"$14,000,000","Jan  9, 2013",Series_B
1536,Belly,"$10,000,000","May  8, 2012",Series_B
1537,QuickPlay-Media,"$10,700,000","Sep 11, 2006",Series_B
1538,Nuon-Therapeutics,"$27,000,000","Apr 28, 2008",Series_B
1539,BookingBug,"$4,500,000","Apr 30, 2015",Series_B
1540,PhishMe,"$13,000,000","Mar 26, 2015",Series_B
1541,Billeo,"$7,000,000","Nov  1, 2007",Series_B
1542,Akustica,"$15,000,000","Mar 30, 2005",Series_B
1543,Marval-Biosciences,"$2,500,000","Jan 19, 2010",Series_B
1544,Cerapedics,"$15,000,000","Apr  2, 2009",Series_B
1545,MyThings,"$5,000,000","Oct 14, 2008",Series_B
1546,Elonics,"$9,500,000","Sep  6, 2010",Series_B
1547,Eucalyptus-Systems,"$20,000,000","Jul  1, 2010",Series_B
1548,Good-Eggs,"$21,000,000","Sep  8, 2014",Series_B
1549,Achieve-Financial-Services,"$12,500,000","Mar 20, 2012",Series_B
1550,EnerNoc,"$7,750,000","Jan 25, 2005",Series_B
1551,Cardiosonic,"$6,100,000","Dec  7, 2012",Series_B
1552,EquityLock,"$2,250,000","Jan 17, 2013",Series_B
1554,iCapital-Network,"$9,250,000","Oct 23, 2014",Series_B
1555,Clarus-Systems,"$3,330,000","Oct 31, 2006",Series_B
1556,Image-Metrics,"$6,500,000","Dec  1, 2008",Series_B
1558,Shoutlet,"$6,000,000","Dec  6, 2010",Series_B
1559,SS8-Networks,"$12,500,000","Nov 30, 2010",Series_B
1560,Integral-Ad-Science,"$7,250,000","Jul  6, 2010",Series_B
1561,Reva-Systems,"$23,500,000","Oct  2, 2006",Series_B
1562,Tira-Wireless,"$2,500,000","Mar 15, 2005",Series_B
1563,Sionyx,"$12,500,000","Oct 20, 2010",Series_B
1565,Guardant-Health,"$30,000,000","Apr 22, 2014",Series_B
1566,Asterias-Biotherapeutics,"$12,500,000","Jun 17, 2014",Series_B
1567,Restoration-Robotics,"$25,000,000","Aug 13, 2007",Series_B
1569,Affinium-Pharmaceuticals,"$15,000,000","Aug 29, 2011",Series_B
1570,Integrate,"$11,000,000","Mar 21, 2012",Series_B
1572,Assistly,"$4,000,000","Jan  4, 2011",Series_B
1573,Bluesocket,"$10,000,000","Jan 17, 2005",Series_B
1575,GameSkinny,"$2,000,000","Mar 19, 2013",Series_B
1576,Karus-Therapeutics,"$7,600,000","Sep  6, 2012",Series_B
1577,Clustrix,"$12,000,000","Dec 15, 2010",Series_B
1581,Senseg,"$6,000,000","Apr  9, 2014",Series_B
1582,Rivermine-Software,"$10,000,000","May 31, 2005",Series_B
1584,ZIRX,"$30,000,000","Apr 22, 2015",Series_B
1585,IGAWorks,"$3,000,000","Jun  1, 2012",Series_B
1587,ObjectLabs,"$5,000,000","Oct  1, 2012",Series_B
1588,Panoratio,"$5,600,000","Sep 14, 2005",Series_B
1589,Fate-Therapeutics,"$36,000,000","May  5, 2011",Series_B
1590,Blue-Pillar,"$7,000,000","May  1, 2012",Series_B
1591,Cianna-Medical,"$12,000,000","Apr 28, 2011",Series_B
1592,K2-Network,"$16,000,000","Jun 18, 2007",Series_B
1593,6fusion,"$7,000,000","Aug 22, 2011",Series_B
1594,Xkoto,"$7,500,000","Nov  6, 2007",Series_B
1595,PowerReviews,"$15,000,000","Sep  1, 2007",Series_B
1596,Replay-Solutions,"$11,000,000","Aug 18, 2008",Series_B
1597,Voxify,"$10,000,000","Feb  1, 2005",Series_B
1598,Datorama,"$15,000,000","Sep 29, 2014",Series_B
1599,Aquto,"$8,000,000","Oct  7, 2015",Series_B
1600,Kindling,"$2,300,000","Oct  3, 2012",Series_B
1601,Credit-Karma,"$30,000,000","Apr  2, 2013",Series_B
1603,Sun-Catalytix,"$9,500,000","Oct  7, 2010",Series_B
1604,Augure,"$1,630,000","Feb 16, 2005",Series_B
1605,BzzAgent,"$13,750,000","Jan  1, 2006",Series_B
1607,Group-Commerce,"$10,000,000","May 12, 2011",Series_B
1608,Needle,"$10,500,000","Jul  2, 2012",Series_B
1609,Damballa,"$6,000,000","Aug 29, 2007",Series_B
1612,Safend,"$7,400,000","Jan  4, 2006",Series_B
1613,Fitbit,"$9,000,000","Sep 10, 2010",Series_B
1614,CloudOne-Services,"$1,700,000","Jun 25, 2012",Series_B
1615,Kona-Medical,"$10,900,000","Jun  6, 2011",Series_B
1617,Finestrella,"$13,800,000","Sep  7, 2011",Series_B
1619,Lux-Biosciences,"$50,000,000","Oct  1, 2009",Series_B
1620,Market-Force-Information,"$32,000,000","Mar  1, 2009",Series_B
1622,CITTIO,"$8,000,000","Mar 29, 2006",Series_B
1623,Syapse,"$10,000,000","Jul 10, 2014",Series_B
1624,Vend,"$20,000,000","Mar 25, 2014",Series_B
1625,ecobee,"$7,500,000","Aug  1, 2012",Series_B
1626,PsiKick,"$16,350,000","Nov  3, 2015",Series_B
1627,Optinuity,"$6,000,000","Apr 19, 2007",Series_B
1628,Acutus-Medical,"$28,000,000","Aug 20, 2013",Series_B
1630,ChipIn,"$5,000,000","Jun  1, 2008",Series_B
1632,Zazzle,"$30,000,000","Oct  1, 2007",Series_B
1633,FlexEnergy,"$4,500,000","Dec 11, 2009",Series_B
1634,Zvents,"$24,000,000","Sep 30, 2008",Series_B
1636,Food-Quality-Sensor-International,"$5,600,000","Aug 27, 2007",Series_B
1637,Bungee-Labs,"$7,100,000","Nov 21, 2006",Series_B
1638,TargetSpot,"$8,600,000","Mar 11, 2008",Series_B
1639,Rivertop-Renewables,"$26,000,000","Apr  9, 2014",Series_B
1640,Symplified,"$9,200,000","Jan  5, 2011",Series_B
1641,Follica,"$11,000,000","Aug 12, 2008",Series_B
1642,Harmony-Information-Systems,"$28,000,000","Oct 31, 2007",Series_B
1643,Swrve,"$10,000,000","Sep 18, 2014",Series_B
1644,Inimex-Pharmaceuticals,"$22,000,000","Jun  2, 2008",Series_B
1645,iMemories,"$6,200,000","Aug 11, 2009",Series_B
1646,StreamBase-Systems,"$11,000,000","Jan 24, 2005",Series_B
1647,Next-Step-Living,"$2,600,000","Aug 16, 2010",Series_B
1649,Cabify,"$12,000,000","Oct 12, 2015",Series_B
1650,Prism-Skylabs,"$15,000,000","Oct 22, 2013",Series_B
1651,Nimsoft,"$12,000,000","Oct 13, 2008",Series_B
1653,elenza,"$24,000,000","Feb  8, 2011",Series_B
1654,Desktone,"$5,394,207","Mar  2, 2010",Series_B
1655,SportPursuit,"$7,600,000","Feb  9, 2014",Series_B
1656,Gogobot,"$15,000,000","Nov  3, 2011",Series_B
1657,lmbang,"$20,000,000","Jul  7, 2014",Series_B
1658,Gridco-Systems,"$8,000,000","Apr 18, 2012",Series_B
1659,Kinvey,"$10,800,000","Sep 23, 2014",Series_B
1660,Euclid,"$17,300,000","Feb 21, 2013",Series_B
1661,Beijing-Netentsec,"$3,000,000","Aug 14, 2009",Series_B
1662,Upstart,"$10,500,000","Oct  1, 2014",Series_B
1663,Context-Relevant,"$21,000,000","May 20, 2014",Series_B
1664,Giftango,"$5,000,000","Oct  7, 2010",Series_B
1665,Pacific-Star-Communications,"$4,500,000","Oct 21, 2005",Series_B
1666,Mabvax-Therapeutics,"$5,300,000","Nov 20, 2012",Series_B
1667,maniaTV,"$12,000,000","Sep  1, 2005",Series_B
1670,Nextio,"$10,000,000","Jan 11, 2005",Series_B
1671,Origami,"$16,000,000","Apr  9, 2015",Series_B
1673,Butterfly-Health,"$20,000,000","Sep  4, 2013",Series_B
1674,SmartSheet,"$1,300,000","Jan 15, 2009",Series_B
1676,Traxpay,"$15,000,000","Sep 23, 2014",Series_B
1677,Torax-Medical,"$10,000,000","Jun 28, 2005",Series_B
1679,Tepha,"$10,700,000","Jun  6, 2007",Series_B
1680,StumbleUpon,"$17,000,000","Mar  9, 2011",Series_B
1681,Plain-Vanilla-Games,"$22,000,000","Dec 26, 2013",Series_B
1682,Crossing-Automation,"$7,200,000","Jul 27, 2010",Series_B
1683,Proclivity-Systems,"$5,200,000","Sep  1, 2008",Series_B
1684,Five9,"$17,000,000","Jan  1, 2005",Series_B
1685,NebuAd,"$19,000,000","Sep  1, 2007",Series_B
1689,ThoughtSpot,"$30,000,000","Jun 18, 2014",Series_B
1692,LaunchPoint,"$3,500,000","Jan 24, 2012",Series_B
1693,Icebreaker,"$7,200,000","Jun  5, 2007",Series_B
1694,Choose-Energy,"$7,500,000","Nov  7, 2013",Series_B
1695,OVGuide,"$3,000,000","Apr 30, 2010",Series_B
1696,FullContact,"$10,000,000","Jan 29, 2015",Series_B
1697,Wochit,"$11,200,000","May 12, 2014",Series_B
1698,Sequans-Communications,"$9,270,000","Feb 22, 2005",Series_B
1699,Verdeeco,"$714,200","Nov 28, 2012",Series_B
1701,Celona-Technologies,"$14,110,000","Jul  9, 2007",Series_B
1702,LiveOps,"$22,000,000","Apr  1, 2004",Series_B
1703,Cavendish-Kinetics,"$15,500,000","May  1, 2006",Series_B
1704,Cara-Therapeutics,"$4,700,000","Dec 21, 2005",Series_B
1705,Doxo,"$10,000,000","Feb 15, 2011",Series_B
1707,CAPNIA,"$12,000,000","May  3, 2004",Series_B
1708,Mirna-Therapeutics,"$1,500,000","Aug 23, 2011",Series_B
1709,Mimecast,"$21,000,000","Jan 25, 2010",Series_B
1711,PureWave-Networks,"$12,000,000","Dec  4, 2008",Series_B
1712,Quick-Hit-Sports,"$8,000,000","Jan 14, 2009",Series_B
1713,Vascular-Pathways,"$14,000,000","Nov  1, 2010",Series_B
1714,Hightail,"$10,000,000","Apr 24, 2007",Series_B
1716,Telcare,"$25,500,000","Aug 22, 2012",Series_B
1717,Spredfast,"$12,000,000","Sep 26, 2011",Series_B
1719,Nascentric,"$6,200,000","Jun 16, 2006",Series_B
1720,Quad-Learning,"$10,000,000","Apr  7, 2014",Series_B
1721,CSA-Medical,"$20,500,000","Dec 15, 2011",Series_B
1722,Altair-Semiconductor,"$18,000,000","Jun 12, 2007",Series_B
1723,StorSimple,"$13,000,000","Sep 13, 2010",Series_B
1724,Rotation-Medical,"$27,200,000","Jul  2, 2014",Series_B
1725,Tango-Networks,"$4,099,999","Aug 30, 2011",Series_B
1726,IP-Fabrics,"$1,500,000","Mar 29, 2006",Series_B
1728,Valencell,"$5,500,000","Jun 20, 2011",Series_B
1729,PrimeSense,"$20,400,000","May  6, 2008",Series_B
1730,Wattpad,"$17,300,000","Jun  6, 2012",Series_B
1732,Ankeena-Networks,"$6,500,000","Jun 25, 2009",Series_B
1733,Identified,"$21,000,000","Jun  5, 2012",Series_B
1734,Accio-Energy,"$1,565,000","Jul 11, 2012",Series_B
1735,Kapow-Software,"$6,600,000","Feb  1, 2005",Series_B
1736,SpotHero,"$20,000,000","Aug 19, 2015",Series_B
1737,Piston-Cloud-Computing,"$8,000,000","Feb  4, 2013",Series_B
1738,TST-Media,"$3,500,000","Aug 25, 2011",Series_B
1739,DynaPump,"$6,000,000","May 29, 2008",Series_B
1743,BrightRoll,"$10,000,000","Feb  3, 2010",Series_B
1744,StarCite-Part-of-Active-Network,"$15,000,000","Jun  1, 2008",Series_B
1745,gloStream,"$7,500,000","May 28, 2009",Series_B
1746,Valchemy,"$8,500,000","Mar  7, 2005",Series_B
1747,ParkWhiz,"$10,000,000","Jul 21, 2014",Series_B
1749,Refinery29,"$5,600,000","Jan 12, 2013",Series_B
1750,Epocrates,"$35,000,000","Aug 17, 2000",Series_B
1751,Clinverse,"$3,800,000","May  7, 2012",Series_B
1753,Tributes,"$1,200,000","Jul 14, 2009",Series_B
1754,Syntricity,"$5,800,000","Jan 11, 2006",Series_B
1755,Causes,"$5,000,000","Mar  1, 2008",Series_B
1756,PNMsoft,"$3,300,000","Jun 13, 2008",Series_B
1757,Payfone,"$11,000,000","Aug  2, 2010",Series_B
1758,Scoutmob,"$3,000,000","Apr 10, 2014",Series_B
1759,Principia-BioPharma,"$50,000,000","Apr 22, 2014",Series_B
1760,Expressor-Software,"$10,000,000","Aug 27, 2008",Series_B
1761,JOOR,"$3,300,000","Sep 20, 2012",Series_B
1763,Ayasdi,"$30,600,000","Jul 16, 2013",Series_B
1764,Heyzap,"$4,300,000","Dec  1, 2012",Series_B
1765,Panther-Express,"$15,800,000","Feb 27, 2008",Series_B
1767,YCD-Multimedia,"$6,000,000","Oct 27, 2011",Series_B
1768,Netsertive,"$7,300,000","Aug 14, 2012",Series_B
1769,VytronUS,"$11,000,000","Jun 29, 2009",Series_B
1771,TARIS-Biomedical,"$18,300,000","Apr 13, 2011",Series_B
1772,Local-Voice-Media,"$3,000,000","Jul 30, 2013",Series_B
1773,Numerate,"$5,500,000","Mar  1, 2009",Series_B
1774,CADFORCE,"$3,100,000","Dec  1, 2006",Series_B
1775,Gemmus-Pharma,"$3,300,000","May 13, 2014",Series_B
1776,Bromium,"$26,500,000","Jun 20, 2012",Series_B
1777,RenovoRx,"$1,200,000","Jan 28, 2014",Series_B
1778,Zumigo,"$6,000,000","Aug 22, 2014",Series_B
1779,Good-Start-Genetics,"$14,000,000","Apr  2, 2012",Series_B
1781,UltraSoC-Technologies,"$2,300,000","Jun 26, 2013",Series_B
1782,GainSpan,"$20,000,000","Dec 19, 2007",Series_B
1783,GameLogic,"$18,600,000","Feb  8, 2006",Series_B
1784,Familylink,"$2,400,000","Feb 25, 2008",Series_B
1786,Prolacta-Biosciences,"$540,000","Nov 21, 2006",Series_B
1787,BioCept,"$2,300,000","Aug 12, 2010",Series_B
1790,CareKinesis,"$1,500,000","Apr  7, 2011",Series_B
1791,Sonian,"$9,000,000","Dec  8, 2010",Series_B
1793,Conductor,"$10,000,000","Apr 29, 2009",Series_B
1796,CoAdna-Photonics,"$2,600,000","Feb 14, 2007",Series_B
1798,Sumo-Logic,"$15,000,000","Jan 31, 2012",Series_B
1799,Cognitive-Match,"$2,500,000","Feb  4, 2010",Series_B
1801,VirtualLogix,"$16,000,000","Jul 11, 2007",Series_B
1802,Genapsys,"$37,000,000","Nov 14, 2013",Series_B
1805,Blazent,"$9,200,000","Mar 10, 2003",Series_B
1806,Zurex-Pharma,"$4,099,999","Jul  2, 2014",Series_B
1807,Corepair,"$1,200,000","Feb 11, 2008",Series_B
1808,Wheeler-Real-Estate-Investment-Trust,"$18,000,000","Sep 18, 2014",Series_B
1810,BioConsortia,"$15,000,000","Apr  7, 2014",Series_B
1811,Revver,"$8,700,000","Apr  1, 2006",Series_B
1813,Project-Playlist,"$20,000,000","Nov 10, 2008",Series_B
1814,Genesis-Media,"$6,000,000","Apr 10, 2014",Series_B
1816,ClickandBuy,"$23,600,000","Jan  1, 2006",Series_B
1817,Presidium-Learning,"$2,000,000","Jun 19, 2009",Series_B
1818,Ocarina-Networks,"$20,000,000","Feb 25, 2009",Series_B
1819,Modiv-Media,"$1,200,000","Jul  9, 2009",Series_B
1820,Zyme-Solutions,"$3,000,000","May  1, 2014",Series_B
1822,Chenal-Media,"$7,000,000","Aug 24, 2012",Series_B
1823,PrimeRevenue,"$10,000,000","Sep 19, 2005",Series_B
1824,GeoVax,"$1,700,000","Dec 19, 2013",Series_B
1826,Gradalis,"$24,000,000","Jan  3, 2013",Series_B
1827,Chunyu,"$1,000,000","Mar  1, 2013",Series_B
1828,Predictive-Biosciences,"$21,800,000","Oct 16, 2008",Series_B
1831,Cornerstone-Pharmaceuticals,"$6,100,000","Jan 26, 2010",Series_B
1833,AlephCloud-Systems,"$7,500,000","May 22, 2013",Series_B
1834,VMTurbo,"$10,000,000","Nov 29, 2011",Series_B
1835,Fulcrum-SP-Materials,"$2,000,000","Jun 20, 2014",Series_B
1837,Panaya,"$5,000,000","Aug 10, 2009",Series_B
1838,Greenlight-Planet,"$10,000,000","Jan 30, 2015",Series_B
1839,CardiAQ-Valve-Technologies,"$37,300,000","Nov 29, 2012",Series_B
1840,Xignite,"$10,000,000","Sep 13, 2011",Series_B
1841,uCirrus,"$4,000,000","Oct 27, 2010",Series_B
1842,Eurekster,"$5,500,000","Mar 13, 2007",Series_B
1844,JHL-Biotech,"$35,000,000","Jun 19, 2014",Series_B
1845,NeuroTherapeutics-Pharma,"$43,000,000","May 20, 2010",Series_B
1847,Hailo,"$30,600,000","Dec 31, 2012",Series_B
1848,Glyde,"$21,000,000","Dec  1, 2010",Series_B
1849,Jobfox,"$13,000,000","May  1, 2006",Series_B
1852,Blackwave,"$16,000,000","Oct  1, 2007",Series_B
1853,Ruby-Ribbon,"$8,500,000","Apr 30, 2013",Series_B
1854,Hawaii-Oceanic-Technology,"$1,000,000","Dec 31, 2009",Series_B
1855,GrubHub,"$2,000,000","Mar 23, 2009",Series_B
1856,Purfresh,"$7,000,000","Dec 14, 2006",Series_B
1857,Solais-Lighting,"$1,750,000","Nov 21, 2011",Series_B
1858,Lytro,"$40,000,000","Nov 20, 2013",Series_B
1859,Socialcast,"$8,000,000","Mar 31, 2010",Series_B
1860,Collabnet,"$9,500,000","Sep  6, 2005",Series_B
1861,AppZero,"$3,000,000","Mar  7, 2014",Series_B
1862,DotBlu,"$1,500,000","Sep 24, 2010",Series_B
1863,Tocagen,"$10,800,000","Jun  2, 2009",Series_B
1865,Omthera-Pharmaceuticals,"$33,900,000","Mar 14, 2011",Series_B
1866,Appfolio,"$22,000,000","Jun  1, 2008",Series_B
1867,Daojia,"$1,000,000","Jan  1, 2012",Series_B
1868,Visiprise,"$32,000,000","Oct 17, 2005",Series_B
1869,Persystent-Technologies,"$7,000,000","Aug  8, 2005",Series_B
1870,Scalix,"$6,000,000","Jan 10, 2006",Series_B
1872,VeriSilicon-Holdings,"$13,500,000","Aug  1, 2005",Series_B
1874,Occipital,"$13,000,000","Jul 29, 2015",Series_B
1875,PEAK-Surgical,"$8,000,000","Sep 18, 2006",Series_B
1876,Typesafe,"$14,000,000","Aug 22, 2012",Series_B
1877,Mobango,"$5,700,000","Mar 31, 2008",Series_B
1878,Threadsy,"$3,000,000","Dec  7, 2010",Series_B
1879,Townhog,"$1,500,000","Sep  1, 2010",Series_B
1880,adeven,"$4,300,000","Jun 20, 2013",Series_B
1881,Promosome,"$9,600,000","Oct 27, 2008",Series_B
1882,Kumu-Networks,"$15,000,000","Oct 31, 2013",Series_B
1883,Wright-Therapy-Products,"$3,000,000","Dec  7, 2012",Series_B
1884,Ciespace,"$1,000,000","Jan  4, 2013",Series_B
1885,Green-Mountain-Digital,"$3,800,000","Aug  6, 2013",Series_B
1886,Izea,"$7,000,000","Jun  2, 2007",Series_B
1887,Arkeia-Software,"$4,099,999","Jul 16, 2007",Series_B
1888,Xagenic,"$25,500,000","Jul 14, 2014",Series_B
1889,MeeVee,"$6,500,000","Feb  1, 2006",Series_B
1890,MinuteKey,"$10,000,000","Oct  4, 2012",Series_B
1891,Musicshake,"$2,500,000","Sep  1, 2007",Series_B
1893,500friends,"$6,250,000","Mar 12, 2013",Series_B
1894,Adaptive-TCR,"$5,800,000","Jun 10, 2011",Series_B
1895,SmartZip,"$12,000,000","Jul 23, 2014",Series_B
1896,Jump-Ramp-Games,"$3,000,000","Oct 23, 2013",Series_B
1897,Act-on-Software,"$4,000,000","Nov 15, 2010",Series_B
1898,Aires-Pharmaceuticals,"$20,000,000","Nov 11, 2010",Series_B
1900,CyberCity-3D,"$1,000,000","Aug  7, 2011",Series_B
1901,Hiplogiq,"$7,000,000","Nov 18, 2013",Series_B
1902,InVision,"$21,000,000","Jul 25, 2014",Series_B
1903,POPSUGAR,"$10,000,000","Jun  1, 2007",Series_B
1904,Lucid,"$8,200,000","Jun 12, 2014",Series_B
1906,Verdasys,"$7,200,000","Sep  1, 2004",Series_B
1907,Terrafugia,"$2,180,000","May  4, 2010",Series_B
1909,Zipline-Medical,"$5,000,000","Apr 10, 2012",Series_B
1910,Ciclon-Semiconductor-Device,"$12,000,000","Mar  7, 2007",Series_B
1911,Boxtone,"$7,500,000","Aug  4, 2010",Series_B
1912,BusyEvent-Mobile,"$295,000","Jan 22, 2014",Series_B
1913,VeriVue,"$40,000,000","Jul  1, 2008",Series_B
1914,Teraco-Data-Environments,"$6,030,000","Jul 13, 2009",Series_B
1916,Sipera-Systems,"$13,200,000","Mar 15, 2006",Series_B
1917,Baronova,"$7,500,000","Oct 23, 2008",Series_B
1918,Acendi-Interactive,"$2,100,000","Jan  9, 2009",Series_B
1919,Drawbridge,"$14,000,000","Feb 21, 2013",Series_B
1920,Peel,"$16,700,000","May  2, 2011",Series_B
1921,Asana,"$28,000,000","Jul 23, 2012",Series_B
1922,Moat,"$12,000,000","Apr 23, 2012",Series_B
1923,Retrevo,"$8,000,000","Mar 20, 2008",Series_B
1924,Attributor,"$8,000,000","Dec 18, 2006",Series_B
1925,WooMe,"$12,500,000","Jun 12, 2008",Series_B
1926,Avenda-Systems,"$5,000,000","Mar 15, 2008",Series_B
1927,Pivot,"$8,000,000","Apr  1, 2006",Series_B
1928,Xytis,"$24,500,000","Jan  9, 2006",Series_B
1929,Stentys,"$22,200,000","Jul 13, 2009",Series_B
1930,Paydiant,"$12,000,000","Jul  9, 2012",Series_B
1931,DriveCam,"$18,000,000","Jun 22, 2005",Series_B
1932,AccountNow,"$5,000,000","Mar 13, 2006",Series_B
1933,Reflexion-Network-Solutions,"$2,800,000","Nov 14, 2005",Series_B
1934,BlueNote-Networks,"$15,000,000","Mar  6, 2006",Series_B
1935,vWise,"$1,100,000","Nov 14, 2008",Series_B
1936,azeti-Networks-AG,"$8,898,240","Apr  1, 2013",Series_B
1937,FeeX,"$6,500,000","Aug 21, 2014",Series_B
1938,Novomer,"$14,000,000","Aug  1, 2009",Series_B
1939,Color-Labs,"$28,000,000","Mar 23, 2011",Series_B
1940,Steelhouse,"$6,300,000","Dec  3, 2011",Series_B
1941,Centri-Technology,"$4,500,000","Nov 28, 2012",Series_B
1942,Innolight,"$1,000,000","Jan  1, 2013",Series_B
1943,Flixster,"$5,000,000","Apr  4, 2008",Series_B
1944,BroadReach-Healthcare,"$4,000,000","Apr 17, 2012",Series_B
1945,Smart-Lunches,"$1,600,000","Jun 19, 2013",Series_B
1946,NewsCred,"$15,000,000","Mar 19, 2013",Series_B
1948,DNAnexus,"$15,000,000","Oct 12, 2011",Series_B
1950,Trice-Medical,"$11,600,000","Jul 17, 2014",Series_B
1951,ThermaSource,"$41,500,000","Apr 18, 2008",Series_B
1952,Stardoll,"$6,000,000","Jun 27, 2006",Series_B
1953,Instructure,"$8,000,000","Apr 15, 2011",Series_B
1954,iConclude,"$9,000,000","Apr 10, 2006",Series_B
1955,ChipX,"$4,000,000","Jul 22, 2008",Series_B
1957,Laszlo-Systems,"$6,250,000","Apr 15, 2005",Series_B
1959,Invodo,"$6,000,000","Jul  9, 2009",Series_B
1960,Zapproved,"$1,450,000","Apr  4, 2011",Series_B
1961,Get-Satisfaction,"$10,000,000","Aug  3, 2011",Series_B
1962,StoredIQ,"$13,100,000","Jun 30, 2008",Series_B
1963,Inova-Labs,"$3,100,000","Nov  9, 2011",Series_B
1965,OneRiot,"$15,000,000","Jun  1, 2007",Series_B
1966,Onavo,"$10,000,000","Jan 24, 2012",Series_B
1967,Inadco,"$11,000,000","Jun 26, 2013",Series_B
1968,Discovery-Bay-Games,"$15,000,000","Aug 20, 2012",Series_B
1970,XTRM,"$1,100,000","May  9, 2007",Series_B
1971,Vitriflex,"$4,900,000","Jul 26, 2012",Series_B
1972,Simplee,"$10,000,000","Sep 24, 2013",Series_B
1973,Courtagen-Life-Sciences,"$8,000,000","Feb 10, 2012",Series_B
1974,Enecsys,"$41,000,000","May  3, 2011",Series_B
1975,YuMe,"$9,000,000","Oct  1, 2007",Series_B
1977,Facishare,"$10,000,000","Jul  1, 2014",Series_B
1978,Adbrite,"$8,000,000","Feb  1, 2006",Series_B
1979,Accertify,"$2,400,000","Jun  6, 2009",Series_B
1980,DealsAndYou,"$17,000,000","Nov  9, 2011",Series_B
1982,VeriWave,"$10,000,000","Jun 15, 2005",Series_B
1983,SAVO-Group,"$10,000,000","Jul  1, 2008",Series_B
1986,Perfecto-Mobile,"$7,000,000","Sep 14, 2009",Series_B
