,Company,Series,Total_Likes,Total_Retweets,Avg_Tweets,Series_Amount,Series_Date
3034,Sequans-Communications,Series_B,,,,9270000,"Feb 22, 2005"
3035,Verdeeco,Series_B,,,,714200,"Nov 28, 2012"
3036,Celona-Technologies,Series_B,,,,14110000,"Jul  9, 2007"
3037,LiveOps,Series_B,,,,22000000,"Apr  1, 2004"
3038,Cavendish-Kinetics,Series_B,,,,15500000,"May  1, 2006"
3039,Cara-Therapeutics,Series_B,,,,4700000,"Dec 21, 2005"
3040,Doxo,Series_B,,,,10000000,"Feb 15, 2011"
3041,CAPNIA,Series_B,,,,12000000,"May  3, 2004"
3042,Mirna-Therapeutics,Series_B,,,,1500000,"Aug 23, 2011"
3043,Mimecast,Series_B,,,,21000000,"Jan 25, 2010"
3044,PureWave-Networks,Series_B,,,,12000000,"Dec  4, 2008"
3045,Quick-Hit-Sports,Series_B,,,,8000000,"Jan 14, 2009"
3046,Vascular-Pathways,Series_B,,,,14000000,"Nov  1, 2010"
3047,Hightail,Series_B,,,,10000000,"Apr 24, 2007"
3048,Telcare,Series_B,,,,25500000,"Aug 22, 2012"
3049,Spredfast,Series_B,,,,12000000,"Sep 26, 2011"
3050,Nascentric,Series_B,,,,6200000,"Jun 16, 2006"
3051,Quad-Learning,Series_B,,,,10000000,"Apr  7, 2014"
3052,CSA-Medical,Series_B,,,,20500000,"Dec 15, 2011"
3053,Altair-Semiconductor,Series_B,,,,18000000,"Jun 12, 2007"
3054,StorSimple,Series_B,,,,13000000,"Sep 13, 2010"
3055,Rotation-Medical,Series_B,,,,27200000,"Jul  2, 2014"
3056,Tango-Networks,Series_B,,,,4099999,"Aug 30, 2011"
3057,IP-Fabrics,Series_B,,,,1500000,"Mar 29, 2006"
3058,Valencell,Series_B,,,,5500000,"Jun 20, 2011"
3059,PrimeSense,Series_B,,,,20400000,"May  6, 2008"
3060,Wattpad,Series_B,,,,17300000,"Jun  6, 2012"
3061,Ankeena-Networks,Series_B,,,,6500000,"Jun 25, 2009"
3062,Identified,Series_B,,,,21000000,"Jun  5, 2012"
3063,Accio-Energy,Series_B,,,,1565000,"Jul 11, 2012"
3064,Kapow-Software,Series_B,,,,6600000,"Feb  1, 2005"
3065,SpotHero,Series_B,,,,20000000,"Aug 19, 2015"
3066,Piston-Cloud-Computing,Series_B,,,,8000000,"Feb  4, 2013"
3067,TST-Media,Series_B,,,,3500000,"Aug 25, 2011"
3068,DynaPump,Series_B,,,,6000000,"May 29, 2008"
3069,BrightRoll,Series_B,,,,10000000,"Feb  3, 2010"
3070,StarCite-Part-of-Active-Network,Series_B,,,,15000000,"Jun  1, 2008"
3071,gloStream,Series_B,,,,7500000,"May 28, 2009"
3072,Valchemy,Series_B,,,,8500000,"Mar  7, 2005"
3073,ParkWhiz,Series_B,,,,10000000,"Jul 21, 2014"
3074,Refinery29,Series_B,,,,5600000,"Jan 12, 2013"
3075,Epocrates,Series_B,,,,35000000,"Aug 17, 2000"
3076,Clinverse,Series_B,,,,3800000,"May  7, 2012"
3077,Tributes,Series_B,,,,1200000,"Jul 14, 2009"
3078,Syntricity,Series_B,,,,5800000,"Jan 11, 2006"
3079,Causes,Series_B,,,,5000000,"Mar  1, 2008"
3080,PNMsoft,Series_B,,,,3300000,"Jun 13, 2008"
3081,Payfone,Series_B,,,,11000000,"Aug  2, 2010"
3082,Scoutmob,Series_B,,,,3000000,"Apr 10, 2014"
3083,Principia-BioPharma,Series_B,,,,50000000,"Apr 22, 2014"
3084,Expressor-Software,Series_B,,,,10000000,"Aug 27, 2008"
3085,JOOR,Series_B,,,,3300000,"Sep 20, 2012"
3086,Ayasdi,Series_B,,,,30600000,"Jul 16, 2013"
3087,Heyzap,Series_B,,,,4300000,"Dec  1, 2012"
3088,Panther-Express,Series_B,,,,15800000,"Feb 27, 2008"
3089,YCD-Multimedia,Series_B,,,,6000000,"Oct 27, 2011"
3090,Netsertive,Series_B,,,,7300000,"Aug 14, 2012"
3091,VytronUS,Series_B,,,,11000000,"Jun 29, 2009"
3092,TARIS-Biomedical,Series_B,,,,18300000,"Apr 13, 2011"
3093,Local-Voice-Media,Series_B,,,,3000000,"Jul 30, 2013"
3094,Numerate,Series_B,,,,5500000,"Mar  1, 2009"
3095,CADFORCE,Series_B,,,,3100000,"Dec  1, 2006"
3096,Gemmus-Pharma,Series_B,,,,3300000,"May 13, 2014"
3097,Bromium,Series_B,,,,26500000,"Jun 20, 2012"
3098,RenovoRx,Series_B,,,,1200000,"Jan 28, 2014"
3099,Zumigo,Series_B,,,,6000000,"Aug 22, 2014"
3100,Good-Start-Genetics,Series_B,,,,14000000,"Apr  2, 2012"
3101,UltraSoC-Technologies,Series_B,,,,2300000,"Jun 26, 2013"
3102,GainSpan,Series_B,,,,20000000,"Dec 19, 2007"
3103,GameLogic,Series_B,,,,18600000,"Feb  8, 2006"
3104,Familylink,Series_B,,,,2400000,"Feb 25, 2008"
3105,Prolacta-Biosciences,Series_B,,,,540000,"Nov 21, 2006"
3106,BioCept,Series_B,,,,2300000,"Aug 12, 2010"
3107,CareKinesis,Series_B,,,,1500000,"Apr  7, 2011"
3108,Sonian,Series_B,,,,9000000,"Dec  8, 2010"
3109,Conductor,Series_B,,,,10000000,"Apr 29, 2009"
3110,CoAdna-Photonics,Series_B,,,,2600000,"Feb 14, 2007"
3111,Sumo-Logic,Series_B,,,,15000000,"Jan 31, 2012"
3112,Cognitive-Match,Series_B,,,,2500000,"Feb  4, 2010"
3113,VirtualLogix,Series_B,,,,16000000,"Jul 11, 2007"
3114,Genapsys,Series_B,,,,37000000,"Nov 14, 2013"
3115,Blazent,Series_B,,,,9200000,"Mar 10, 2003"
3116,Zurex-Pharma,Series_B,,,,4099999,"Jul  2, 2014"
3117,Corepair,Series_B,,,,1200000,"Feb 11, 2008"
3118,Wheeler-Real-Estate-Investment-Trust,Series_B,,,,18000000,"Sep 18, 2014"
3119,BioConsortia,Series_B,,,,15000000,"Apr  7, 2014"
3120,Revver,Series_B,,,,8700000,"Apr  1, 2006"
3121,Project-Playlist,Series_B,,,,20000000,"Nov 10, 2008"
3122,Genesis-Media,Series_B,,,,6000000,"Apr 10, 2014"
3123,ClickandBuy,Series_B,,,,23600000,"Jan  1, 2006"
3124,Presidium-Learning,Series_B,,,,2000000,"Jun 19, 2009"
3125,Ocarina-Networks,Series_B,,,,20000000,"Feb 25, 2009"
3126,Modiv-Media,Series_B,,,,1200000,"Jul  9, 2009"
3127,Zyme-Solutions,Series_B,,,,3000000,"May  1, 2014"
3128,Chenal-Media,Series_B,,,,7000000,"Aug 24, 2012"
3129,PrimeRevenue,Series_B,,,,10000000,"Sep 19, 2005"
3130,GeoVax,Series_B,,,,1700000,"Dec 19, 2013"
3131,Gradalis,Series_B,,,,24000000,"Jan  3, 2013"
3132,Chunyu,Series_B,,,,1000000,"Mar  1, 2013"
3133,Predictive-Biosciences,Series_B,,,,21800000,"Oct 16, 2008"
3134,Cornerstone-Pharmaceuticals,Series_B,,,,6100000,"Jan 26, 2010"
3135,AlephCloud-Systems,Series_B,,,,7500000,"May 22, 2013"
3136,VMTurbo,Series_B,,,,10000000,"Nov 29, 2011"
3137,Fulcrum-SP-Materials,Series_B,,,,2000000,"Jun 20, 2014"
3138,Panaya,Series_B,,,,5000000,"Aug 10, 2009"
3139,Greenlight-Planet,Series_B,,,,10000000,"Jan 30, 2015"
3140,CardiAQ-Valve-Technologies,Series_B,,,,37300000,"Nov 29, 2012"
3141,Xignite,Series_B,,,,10000000,"Sep 13, 2011"
3142,uCirrus,Series_B,,,,4000000,"Oct 27, 2010"
3143,Eurekster,Series_B,,,,5500000,"Mar 13, 2007"
3144,JHL-Biotech,Series_B,,,,35000000,"Jun 19, 2014"
3145,NeuroTherapeutics-Pharma,Series_B,,,,43000000,"May 20, 2010"
3146,Hailo,Series_B,,,,30600000,"Dec 31, 2012"
3147,Glyde,Series_B,,,,21000000,"Dec  1, 2010"
3148,Jobfox,Series_B,,,,13000000,"May  1, 2006"
3149,Blackwave,Series_B,,,,16000000,"Oct  1, 2007"
3150,Ruby-Ribbon,Series_B,,,,8500000,"Apr 30, 2013"
3151,Hawaii-Oceanic-Technology,Series_B,,,,1000000,"Dec 31, 2009"
3152,GrubHub,Series_B,,,,2000000,"Mar 23, 2009"
3153,Purfresh,Series_B,,,,7000000,"Dec 14, 2006"
3154,Solais-Lighting,Series_B,,,,1750000,"Nov 21, 2011"
3155,Lytro,Series_B,,,,40000000,"Nov 20, 2013"
3156,Socialcast,Series_B,,,,8000000,"Mar 31, 2010"
3157,Collabnet,Series_B,,,,9500000,"Sep  6, 2005"
3158,AppZero,Series_B,,,,3000000,"Mar  7, 2014"
3159,DotBlu,Series_B,,,,1500000,"Sep 24, 2010"
3160,Tocagen,Series_B,,,,10800000,"Jun  2, 2009"
3161,Omthera-Pharmaceuticals,Series_B,,,,33900000,"Mar 14, 2011"
3162,Appfolio,Series_B,,,,22000000,"Jun  1, 2008"
3163,Daojia,Series_B,,,,1000000,"Jan  1, 2012"
3164,Visiprise,Series_B,,,,32000000,"Oct 17, 2005"
3165,Persystent-Technologies,Series_B,,,,7000000,"Aug  8, 2005"
3166,Scalix,Series_B,,,,6000000,"Jan 10, 2006"
3167,VeriSilicon-Holdings,Series_B,,,,13500000,"Aug  1, 2005"
3168,Occipital,Series_B,,,,13000000,"Jul 29, 2015"
3169,PEAK-Surgical,Series_B,,,,8000000,"Sep 18, 2006"
3170,Typesafe,Series_B,,,,14000000,"Aug 22, 2012"
3171,Mobango,Series_B,,,,5700000,"Mar 31, 2008"
3172,Threadsy,Series_B,,,,3000000,"Dec  7, 2010"
3173,Townhog,Series_B,,,,1500000,"Sep  1, 2010"
3174,adeven,Series_B,,,,4300000,"Jun 20, 2013"
3175,Promosome,Series_B,,,,9600000,"Oct 27, 2008"
3176,Kumu-Networks,Series_B,,,,15000000,"Oct 31, 2013"
3177,Wright-Therapy-Products,Series_B,,,,3000000,"Dec  7, 2012"
3178,Ciespace,Series_B,,,,1000000,"Jan  4, 2013"
3179,Green-Mountain-Digital,Series_B,,,,3800000,"Aug  6, 2013"
3180,Izea,Series_B,,,,7000000,"Jun  2, 2007"
3181,Arkeia-Software,Series_B,,,,4099999,"Jul 16, 2007"
3182,Xagenic,Series_B,,,,25500000,"Jul 14, 2014"
3183,MeeVee,Series_B,,,,6500000,"Feb  1, 2006"
3184,MinuteKey,Series_B,,,,10000000,"Oct  4, 2012"
3185,Musicshake,Series_B,,,,2500000,"Sep  1, 2007"
3186,500friends,Series_B,,,,6250000,"Mar 12, 2013"
3187,Adaptive-TCR,Series_B,,,,5800000,"Jun 10, 2011"
3188,SmartZip,Series_B,,,,12000000,"Jul 23, 2014"
3189,Jump-Ramp-Games,Series_B,,,,3000000,"Oct 23, 2013"
3190,Act-on-Software,Series_B,,,,4000000,"Nov 15, 2010"
3191,Aires-Pharmaceuticals,Series_B,,,,20000000,"Nov 11, 2010"
3192,CyberCity-3D,Series_B,,,,1000000,"Aug  7, 2011"
3193,Hiplogiq,Series_B,,,,7000000,"Nov 18, 2013"
3194,InVision,Series_B,,,,21000000,"Jul 25, 2014"
3195,POPSUGAR,Series_B,,,,10000000,"Jun  1, 2007"
3196,Lucid,Series_B,,,,8200000,"Jun 12, 2014"
3197,Verdasys,Series_B,,,,7200000,"Sep  1, 2004"
3198,Terrafugia,Series_B,,,,2180000,"May  4, 2010"
3199,Zipline-Medical,Series_B,,,,5000000,"Apr 10, 2012"
3200,Ciclon-Semiconductor-Device,Series_B,,,,12000000,"Mar  7, 2007"
3201,Boxtone,Series_B,,,,7500000,"Aug  4, 2010"
3202,BusyEvent-Mobile,Series_B,,,,295000,"Jan 22, 2014"
3203,VeriVue,Series_B,,,,40000000,"Jul  1, 2008"
3204,Teraco-Data-Environments,Series_B,,,,6030000,"Jul 13, 2009"
3205,Sipera-Systems,Series_B,,,,13200000,"Mar 15, 2006"
3206,Baronova,Series_B,,,,7500000,"Oct 23, 2008"
3207,Acendi-Interactive,Series_B,,,,2100000,"Jan  9, 2009"
3208,Drawbridge,Series_B,,,,14000000,"Feb 21, 2013"
3209,Peel,Series_B,,,,16700000,"May  2, 2011"
3210,Asana,Series_B,,,,28000000,"Jul 23, 2012"
3211,Moat,Series_B,,,,12000000,"Apr 23, 2012"
3212,Retrevo,Series_B,,,,8000000,"Mar 20, 2008"
3213,Attributor,Series_B,,,,8000000,"Dec 18, 2006"
3214,WooMe,Series_B,,,,12500000,"Jun 12, 2008"
3215,Avenda-Systems,Series_B,,,,5000000,"Mar 15, 2008"
3216,Pivot,Series_B,,,,8000000,"Apr  1, 2006"
3217,Xytis,Series_B,,,,24500000,"Jan  9, 2006"
3218,Stentys,Series_B,,,,22200000,"Jul 13, 2009"
3219,Paydiant,Series_B,,,,12000000,"Jul  9, 2012"
3220,DriveCam,Series_B,,,,18000000,"Jun 22, 2005"
3221,AccountNow,Series_B,,,,5000000,"Mar 13, 2006"
3222,Reflexion-Network-Solutions,Series_B,,,,2800000,"Nov 14, 2005"
3223,BlueNote-Networks,Series_B,,,,15000000,"Mar  6, 2006"
3224,vWise,Series_B,,,,1100000,"Nov 14, 2008"
3225,azeti-Networks-AG,Series_B,,,,8898240,"Apr  1, 2013"
3226,FeeX,Series_B,,,,6500000,"Aug 21, 2014"
3227,Novomer,Series_B,,,,14000000,"Aug  1, 2009"
3228,Color-Labs,Series_B,,,,28000000,"Mar 23, 2011"
3229,Steelhouse,Series_B,,,,6300000,"Dec  3, 2011"
3230,Centri-Technology,Series_B,,,,4500000,"Nov 28, 2012"
3231,Innolight,Series_B,,,,1000000,"Jan  1, 2013"
3232,Flixster,Series_B,,,,5000000,"Apr  4, 2008"
3233,BroadReach-Healthcare,Series_B,,,,4000000,"Apr 17, 2012"
3234,Smart-Lunches,Series_B,,,,1600000,"Jun 19, 2013"
3235,NewsCred,Series_B,,,,15000000,"Mar 19, 2013"
3236,DNAnexus,Series_B,,,,15000000,"Oct 12, 2011"
3237,Trice-Medical,Series_B,,,,11600000,"Jul 17, 2014"
3238,ThermaSource,Series_B,,,,41500000,"Apr 18, 2008"
3239,Stardoll,Series_B,,,,6000000,"Jun 27, 2006"
3240,Instructure,Series_B,,,,8000000,"Apr 15, 2011"
3241,iConclude,Series_B,,,,9000000,"Apr 10, 2006"
3242,ChipX,Series_B,,,,4000000,"Jul 22, 2008"
3243,Laszlo-Systems,Series_B,,,,6250000,"Apr 15, 2005"
3244,Invodo,Series_B,,,,6000000,"Jul  9, 2009"
3245,Zapproved,Series_B,,,,1450000,"Apr  4, 2011"
3246,Get-Satisfaction,Series_B,,,,10000000,"Aug  3, 2011"
3247,StoredIQ,Series_B,,,,13100000,"Jun 30, 2008"
3248,Inova-Labs,Series_B,,,,3100000,"Nov  9, 2011"
3249,OneRiot,Series_B,,,,15000000,"Jun  1, 2007"
3250,Onavo,Series_B,,,,10000000,"Jan 24, 2012"
3251,Inadco,Series_B,,,,11000000,"Jun 26, 2013"
3252,Discovery-Bay-Games,Series_B,,,,15000000,"Aug 20, 2012"
3253,XTRM,Series_B,,,,1100000,"May  9, 2007"
3254,Vitriflex,Series_B,,,,4900000,"Jul 26, 2012"
3255,Simplee,Series_B,,,,10000000,"Sep 24, 2013"
3256,Courtagen-Life-Sciences,Series_B,,,,8000000,"Feb 10, 2012"
3257,Enecsys,Series_B,,,,41000000,"May  3, 2011"
3258,YuMe,Series_B,,,,9000000,"Oct  1, 2007"
3259,Facishare,Series_B,,,,10000000,"Jul  1, 2014"
3260,Adbrite,Series_B,,,,8000000,"Feb  1, 2006"
3261,Accertify,Series_B,,,,2400000,"Jun  6, 2009"
3262,DealsAndYou,Series_B,,,,17000000,"Nov  9, 2011"
3263,VeriWave,Series_B,,,,10000000,"Jun 15, 2005"
3264,SAVO-Group,Series_B,,,,10000000,"Jul  1, 2008"
3265,Perfecto-Mobile,Series_B,,,,7000000,"Sep 14, 2009"
3266,Aipai,Series_B,,,,4800000,"Apr  1, 2007"
3267,Viridity-Energy,Series_B,,,,14000000,"Jan 11, 2011"
3268,SKY-MobileMedia,Series_B,,,,15000000,"Jan 17, 2006"
3269,Iamcompany,Series_B,,,,2500000,"Oct 13, 2015"
3270,Semprus-BioSciences,Series_B,,,,18000000,"Dec 13, 2010"
3271,Sequoia-Pharmaceuticals,Series_B,,,,22000000,"Mar 20, 2005"
3272,FirstFuel-Software,Series_B,,,,8500000,"Dec 10, 2013"
3273,Samplify-Systems,Series_B,,,,11200000,"Mar  7, 2011"
3274,Vertica-Systems,Series_B,,,,16500000,"Feb 14, 2007"
3275,BuyWithMe,Series_B,,,,16000000,"Jul  6, 2010"
3276,Ripple-TV,Series_B,,,,10000000,"Jul  1, 2007"
3277,SnappCloud,Series_B,,,,5000000,"Jul  1, 2006"
3278,NovaDigm-Therapeutics,Series_B,,,,14000000,"Oct  3, 2013"
3279,DocPlanner,Series_B,,,,10500000,"May 13, 2015"
3280,Pintail-Technologies,Series_B,,,,7000000,"Mar  8, 2005"
3281,ClearStory-Data,Series_B,,,,21000000,"Mar 31, 2014"
3282,MasteryConnect,Series_B,,,,15200000,"Sep 25, 2014"
3283,Automated-Insights,Series_B,,,,5500000,"May 10, 2014"
3284,Miles-Electric-Vehicles,Series_B,,,,40000000,"Nov  6, 2008"
3285,CloudVelocity,Series_B,,,,13000000,"Jul 16, 2013"
3286,Treasure-Data,Series_B,,,,15000000,"Dec 17, 2015"
3287,Fynanz,Series_B,,,,12500000,"Aug  7, 2013"
3288,CloudBees,Series_B,,,,10500000,"Jul 25, 2011"
3289,Aniboom,Series_B,,,,10000000,"Jun  1, 2008"
3290,InVivioLink,Series_B,,,,1800000,"Dec  6, 2012"
3291,Callisma,Series_B,,,,25000000,"Nov 24, 1999"
3292,Shoes-of-Prey,Series_B,,,,7000000,"Aug  1, 2014"
3293,Spire-Global,Series_B,,,,40000000,"Jun 30, 2015"
3294,Fixya,Series_B,,,,6000000,"Mar 18, 2008"
3295,Fonality,Series_B,,,,5000000,"Jan  9, 2006"
3296,Confidela,Series_B,,,,9250000,"Jan 11, 2011"
3297,MyBuys,Series_B,,,,10000000,"Oct  8, 2007"
3298,CureDM,Series_B,,,,2500000,"Nov 30, 2006"
3299,Zya,Series_B,,,,10800000,"May 19, 2011"
3300,Martini-Media-Network,Series_B,,,,6300000,"Jun  8, 2010"
3301,Fluxion-Biosciences,Series_B,,,,7000000,"Oct 20, 2007"
3302,Genocea-Biosciences,Series_B,,,,35000000,"Jan  3, 2011"
3303,ZeRTO,Series_B,,,,15000000,"Aug 15, 2011"
3304,Vectra-Networks,Series_B,,,,12000000,"Aug 27, 2013"
3305,Livemocha,Series_B,,,,8000000,"Dec 22, 2009"
3306,3-V-Biosciences,Series_B,,,,30000000,"Jul 10, 2009"
3307,Senergen-Devices,Series_B,,,,2500000,"May 20, 2008"
3308,Solum,Series_B,,,,17000000,"Jun 27, 2012"
3309,CloudShare,Series_B,,,,10000000,"Dec 11, 2009"
3310,Aveksa,Series_B,,,,12000000,"Jan 23, 2008"
3311,Consim-Info,Series_B,,,,11750000,"Feb  6, 2008"
3312,Cloudscaling,Series_B,,,,10000000,"May 22, 2013"
3313,Collaborative-Software-Initiative,Series_B,,,,3700000,"Mar 25, 2011"
3314,Mashery,Series_B,,,,7000000,"Oct 29, 2008"
3315,Meebo,Series_B,,,,9000000,"Jan  1, 2007"
3316,Emerald-Therapeutics,Series_B,,,,6000000,"Feb 21, 2014"
3317,Luminal,Series_B,,,,10000000,"Aug 14, 2014"
3318,ThetaRay,Series_B,,,,10000000,"Jul 29, 2014"
3319,Skimlinks,Series_B,,,,4500000,"Nov 11, 2011"
3320,Advanced-Cell-Diagnostics,Series_B,,,,12000000,"Nov  1, 2012"
3321,Quofore,Series_B,,,,5300000,"Feb 15, 2011"
3322,CoolPlanetBiofuels,Series_B,,,,8000000,"Nov 17, 2010"
3323,Kontagent,Series_B,,,,12000000,"Nov 10, 2011"
3324,BitSight-Technologies,Series_B,,,,23000000,"Jun 25, 2015"
3325,Bit-Stew-Systems,Series_B,,,,17200000,"Sep 30, 2015"
3326,Tango-Health,Series_B,,,,4000000,"Feb  7, 2012"
3327,Tactus-Technology,Series_B,,,,13500000,"Mar  4, 2014"
3328,Cash4Gold,Series_B,,,,20000000,"May  1, 2009"
3329,Mission-Motors,Series_B,,,,9000000,"Aug 17, 2011"
3330,Splunk,Series_B,,,,10000000,"Jan  1, 2006"
3331,Plastiq,Series_B,,,,10000000,"Jul 15, 2014"
3332,NeoEdge-Networks,Series_B,,,,3000000,"Jun  8, 2007"
3333,Sailthru,Series_B,,,,19000000,"Feb 11, 2013"
3334,Quantopian,Series_B,,,,15000000,"Oct 16, 2014"
3335,Gaia-Interactive,Series_B,,,,12000000,"Mar  1, 2007"
3336,ImageSpan,Series_B,,,,11000000,"Jun 17, 2008"
3337,Luminate,Series_B,,,,12000000,"Jul 18, 2010"
3338,MyHeritage,Series_B,,,,3000000,"Nov  1, 2006"
3339,MyCheck,Series_B,,,,5000000,"Mar 29, 2015"
3340,Duo-Security,Series_B,,,,12000000,"Sep 22, 2014"
3341,Zenoss,Series_B,,,,11000000,"Jan 22, 2008"
3342,Judys-Book,Series_B,,,,8000000,"Nov  1, 2005"
3343,ZooZ,Series_B,,,,12000000,"Jul 16, 2014"
3344,Collective-Health,Series_B,,,,32000000,"Jan 15, 2015"
3345,Brighter,Series_B,,,,8000000,"Aug 15, 2011"
3346,BlueTarp-Financial,Series_B,,,,18500000,"Jan 29, 2007"
3347,Flat-World-Knowledge,Series_B,,,,15000000,"Jan 20, 2011"
3348,DataSphere,Series_B,,,,10805381,"Jan  5, 2010"
3349,Vorbeck-Materials,Series_B,,,,2780000,"Jan  6, 2011"
3350,Histogenics,Series_B,,,,13100000,"Sep  4, 2008"
3351,Mevio,Series_B,,,,15000000,"Sep  1, 2006"
3352,SiConnect,Series_B,,,,5320000,"Sep 25, 2006"
3353,The-Resumator,Series_B,,,,2100000,"Oct 30, 2012"
3354,My-Damn-Channel,Series_B,,,,4400000,"Aug  9, 2010"
3355,Gigwalk,Series_B,,,,10000000,"Mar 20, 2014"
3356,Link_A_-Media,Series_B,,,,22000000,"Apr  9, 2008"
3357,Pantheon,Series_B,,,,21500000,"May 15, 2014"
3358,Avalanche-Biotech,Series_B,,,,55000000,"Apr 22, 2014"
3359,PostPath,Series_B,,,,9300000,"Dec  7, 2004"
3360,Envio-Networks,Series_B,,,,10000000,"Apr 23, 2008"
3361,thredUP,Series_B,,,,7000000,"May 12, 2011"
3362,scanR,Series_B,,,,8000000,"Mar 22, 2007"
3363,Traverse-Networks,Series_B,,,,8500000,"Feb 14, 2005"
3364,PapayaMobile,Series_B,,,,18000000,"Apr 27, 2011"
3365,Suneva-Medical,Series_B,,,,20000000,"Jan  9, 2014"
3366,Webcollage,Series_B,,,,10000000,"Mar 24, 2008"
3367,RobotGalaxy,Series_B,,,,5000000,"Sep 16, 2008"
3368,Yashi,Series_B,,,,1500000,"Dec  5, 2013"
3369,Orthocon,Series_B,,,,25000000,"Apr  8, 2009"
3370,Gotuit-Media,Series_B,,,,10000000,"Dec  1, 2004"
3371,Vessix-Vascular,Series_B,,,,23000000,"Aug  3, 2011"
3372,Stitch-Labs,Series_B,,,,15000000,"Oct 20, 2015"
3373,OpenTable,Series_B,,,,10000000,"Jan  1, 2000"
3374,PeakStream,Series_B,,,,17000000,"Sep 18, 2006"
3375,Bradford-Networks,Series_B,,,,8000000,"May  5, 2008"
3376,Core-Dynamics,Series_B,,,,17900000,"May 10, 2009"
3377,Plumgrid,Series_B,,,,16200000,"Jun 25, 2014"
3378,AVM-Biotechnology,Series_B,,,,1500000,"Apr 22, 2014"
3379,CiRBA,Series_B,,,,12000000,"Jan 28, 2008"
3380,Intechra-Holdings,Series_B,,,,4000000,"Aug 29, 2005"
3381,Commex-Technologies,Series_B,,,,3500000,"Mar 18, 2009"
3382,Namely,Series_B,,,,12000000,"Nov  4, 2014"
3383,Txteagle,Series_B,,,,15000000,"Jul 16, 2013"
3384,EnerVault,Series_B,,,,15500000,"Feb 23, 2012"
3385,WedPics,Series_B,,,,5000000,"Feb 18, 2015"
3386,Illume-Software,Series_B,,,,1000000,"Oct 21, 2009"
3387,Lagou,Series_B,,,,25000000,"Aug 20, 2014"
3388,Miramar-Labs,Series_B,,,,20300000,"Mar 15, 2008"
3389,Moz,Series_B,,,,18000000,"Jun  1, 2012"
3390,SmartRecruiters,Series_B,,,,10000000,"Aug 22, 2013"
3391,Smaato,Series_B,,,,4500000,"Dec  2, 2009"
3392,Area-1-Security,Series_B,,,,15000000,"Oct 14, 2015"
3393,PokitDok,Series_B,,,,34000000,"Aug 12, 2015"
3394,Zendesk,Series_B,,,,6000000,"Aug 17, 2009"
3395,8thBridge,Series_B,,,,10000000,"Mar 21, 2011"
3396,Digg,Series_B,,,,8500000,"Dec  1, 2006"
3397,Bright,Series_B,,,,14000000,"Jul 19, 2013"
3398,Backupify,Series_B,,,,5000000,"Sep  9, 2011"
3399,Netmagic-Solutions,Series_B,,,,20000000,"Feb 12, 2008"
3400,Invincea,Series_B,,,,14100000,"Dec  3, 2012"
3401,7AC-Technologies,Series_B,,,,4500000,"Jul 25, 2012"
3402,Laser-Light-Engines,Series_B,,,,13000000,"Sep 21, 2010"
3403,Banjo,Series_B,,,,16000000,"Mar 13, 2014"
3404,Yield-Software,Series_B,,,,6000000,"Jun  4, 2008"
3405,Mapbar,Series_B,,,,5000000,"Sep  1, 2006"
3406,On-Networks,Series_B,,,,12000000,"Nov  1, 2007"
3407,YieldBuild,Series_B,,,,6000000,"Mar  1, 2008"
3408,InSync-Software,Series_B,,,,4700000,"Oct 20, 2009"
3409,Kinnek,Series_B,,,,20000000,"Oct 15, 2015"
3410,OLX,Series_B,,,,13500000,"Apr 11, 2008"
3411,Weatherbug,Series_B,,,,23000000,"Mar  1, 2004"
3412,Cascade-Technologies,Series_B,,,,4600000,"Jul 16, 2006"
3413,Atempo,Series_B,,,,22000000,"Sep  6, 2007"
3414,Zyncro,Series_B,,,,2100000,"Feb  3, 2012"
3415,ZocDoc,Series_B,,,,15000000,"Jul 14, 2010"
3416,ClearApp,Series_B,,,,14200000,"Jun 14, 2006"
3417,PPT-Reasearch,Series_B,,,,3000000,"Jan 24, 2008"
3418,BioPetroClean,Series_B,,,,5000000,"Sep 16, 2008"
3419,DuneNetworks,Series_B,,,,12000000,"Jan 14, 2008"
3420,Penguin-Computing,Series_B,,,,9000000,"Mar 29, 2007"
3421,Appconomy,Series_B,,,,10000000,"Dec 19, 2011"
3422,Synack,Series_B,,,,25000000,"Feb 19, 2015"
3423,Equity-for-Africa,Series_B,,,,4500000,"Jun 20, 2012"
3424,Smith-Electric-Vehicles,Series_B,,,,25000000,"Jan 27, 2010"
3425,ScaleXtreme,Series_B,,,,11000000,"Jun 21, 2011"
3426,Gild,Series_B,,,,13500000,"Jun  4, 2014"
3427,Alpine-Data-Labs,Series_B,,,,16000000,"May  2, 2013"
3428,Cleveland-HeartLab,Series_B,,,,18400000,"Aug 22, 2011"
3429,oDesk,Series_B,,,,8000000,"Sep  1, 2006"
3430,CloudFlare,Series_B,,,,20000000,"Jul 12, 2011"
3431,Silver-Bullet-Water-Treatment,Series_B,,,,1000000,"Mar  9, 2010"
3432,Capella-Photonics,Series_B,,,,11300000,"Nov  9, 2009"
3433,Advanced-Cardiac-Therapeutics,Series_B,,,,5000000,"Jan 11, 2010"
3434,Spiracur,Series_B,,,,20300000,"Jun 29, 2009"
3435,AtHoc,Series_B,,,,5600000,"Jun 21, 2012"
3436,Andera,Series_B,,,,9000000,"Sep 27, 2010"
3437,Action-Engine,Series_B,,,,5000000,"May  1, 2002"
